Video_name;Trial_time ;Mouseline;Rat_ID;Genotype;Genotype_class;SFARI_gene;
SHYB_OLR_SS1_SGH56;Sample1;SHYB;SGH56;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH57;Sample1;SHYB;SGH57;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH58;Sample1;SHYB;SGH58;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH59;Sample1;SHYB;SGH59;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH6;Sample1;SHYB;SGH6;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH60;Sample1;SHYB;SGH60;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH61;Sample1;SHYB;SGH61;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH62;Sample1;SHYB;SGH62;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH63;Sample1;SHYB;SGH63;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH7;Sample1;SHYB;SGH7;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH8;Sample1;SHYB;SGH8;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH9;Sample1;SHYB;SGH9;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH1;Sample2;SHYB;SGH1;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH10;Sample2;SHYB;SGH10;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH17;Sample2;SHYB;SGH17;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH18;Sample2;SHYB;SGH18;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH19;Sample2;SHYB;SGH19;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH2;Sample2;SHYB;SGH2;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH20;Sample2;SHYB;SGH20;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH3;Sample2;SHYB;SGH3;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH30;Sample2;SHYB;SGH30;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH31;Sample2;SHYB;SGH31;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH33;Sample2;SHYB;SGH33;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH34;Sample2;SHYB;SGH34;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH36;Sample2;SHYB;SGH36;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH38;Sample2;SHYB;SGH38;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH39;Sample2;SHYB;SGH39;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH4;Sample2;SHYB;SGH4;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH41;Sample2;SHYB;SGH41;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH42;Sample2;SHYB;SGH42;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH43;Sample2;SHYB;SGH43;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH44;Sample2;SHYB;SGH44;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH5;Sample2;SHYB;SGH5;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH53;Sample2;SHYB;SGH53;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH54;Sample2;SHYB;SGH54;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH55;Sample2;SHYB;SGH55;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH56;Sample2;SHYB;SGH56;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH57;Sample2;SHYB;SGH57;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH58;Sample2;SHYB;SGH58;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH59;Sample2;SHYB;SGH59;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH6;Sample2;SHYB;SGH6;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH60;Sample2;SHYB;SGH60;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH61;Sample2;SHYB;SGH61;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH62;Sample2;SHYB;SGH62;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH63;Sample2;SHYB;SGH63;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH7;Sample2;SHYB;SGH7;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH8;Sample2;SHYB;SGH8;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS2_SGH9;Sample2;SHYB;SGH9;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH1;Sample3;SHYB;SGH1;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH10;Sample3;SHYB;SGH10;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH17;Sample3;SHYB;SGH17;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH18;Sample3;SHYB;SGH18;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH19;Sample3;SHYB;SGH19;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH2;Sample3;SHYB;SGH2;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH20;Sample3;SHYB;SGH20;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH3;Sample3;SHYB;SGH3;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH30;Sample3;SHYB;SGH30;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH31;Sample3;SHYB;SGH31;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH33;Sample3;SHYB;SGH33;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH34;Sample3;SHYB;SGH34;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH36;Sample3;SHYB;SGH36;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH38;Sample3;SHYB;SGH38;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH39;Sample3;SHYB;SGH39;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH4;Sample3;SHYB;SGH4;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH41;Sample3;SHYB;SGH41;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH42;Sample3;SHYB;SGH42;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH43;Sample3;SHYB;SGH43;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH44;Sample3;SHYB;SGH44;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH5;Sample3;SHYB;SGH5;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH53;Sample3;SHYB;SGH53;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH54;Sample3;SHYB;SGH54;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH55;Sample3;SHYB;SGH55;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH56;Sample3;SHYB;SGH56;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH57;Sample3;SHYB;SGH57;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH58;Sample3;SHYB;SGH58;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH59;Sample3;SHYB;SGH59;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH6;Sample3;SHYB;SGH6;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH60;Sample3;SHYB;SGH60;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH61;Sample3;SHYB;SGH61;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH62;Sample3;SHYB;SGH62;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH63;Sample3;SHYB;SGH63;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH7;Sample3;SHYB;SGH7;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH8;Sample3;SHYB;SGH8;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS3_SGH9;Sample3;SHYB;SGH9;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH30;Test;SHYB;SGH30;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH31;Test;SHYB;SGH31;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH33;Test;SHYB;SGH33;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH34;Test;SHYB;SGH34;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH53;Test;SHYB;SGH53;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH54;Test;SHYB;SGH54;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH55;Test;SHYB;SGH55;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH56;Test;SHYB;SGH56;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH57;Test;SHYB;SGH57;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH58;Test;SHYB;SGH58;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH59;Test;SHYB;SGH59;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH60;Test;SHYB;SGH60;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH61;Test;SHYB;SGH61;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH62;Test;SHYB;SGH62;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_T_SGH63;Test;SHYB;SGH63;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
