Video_name;Trial_time ;Mouseline;Rat_ID;Genotype;Genotype_class;SFARI_gene;
FMLE_OLR_S3_FLE289;Sample3;FMR1_LE;FLE289;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_S3_FLE290;Sample3;FMR1_LE;FLE290;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_S3_FLE298;Sample3;FMR1_LE;FLE298;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_S3_FLE299;Sample3;FMR1_LE;FLE299;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_S3_FLE300;Sample3;FMR1_LE;FLE300;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_S3_FLE301;Sample3;FMR1_LE;FLE301;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE395;Sample1;FMR1_LE;FLE395;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE396;Sample1;FMR1_LE;FLE396;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE397;Sample1;FMR1_LE;FLE397;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE398;Sample1;FMR1_LE;FLE398;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE399;Sample1;FMR1_LE;FLE399;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE400;Sample1;FMR1_LE;FLE400;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE402;Sample1;FMR1_LE;FLE402;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS1_FLE406;Sample1;FMR1_LE;FLE406;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE395;Sample2;FMR1_LE;FLE395;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE396;Sample2;FMR1_LE;FLE396;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE397;Sample2;FMR1_LE;FLE397;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE398;Sample2;FMR1_LE;FLE398;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE399;Sample2;FMR1_LE;FLE399;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE400;Sample2;FMR1_LE;FLE400;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE402;Sample2;FMR1_LE;FLE402;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS2_FLE406;Sample2;FMR1_LE;FLE406;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE395;Sample3;FMR1_LE;FLE395;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE396;Sample3;FMR1_LE;FLE396;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE397;Sample3;FMR1_LE;FLE397;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE398;Sample3;FMR1_LE;FLE398;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE399;Sample3;FMR1_LE;FLE399;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE400;Sample3;FMR1_LE;FLE400;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE402;Sample3;FMR1_LE;FLE402;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_SS3_FLE406;Sample3;FMR1_LE;FLE406;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE395;Test;FMR1_LE;FLE395;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE396;Test;FMR1_LE;FLE396;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE397;Test;FMR1_LE;FLE397;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE398;Test;FMR1_LE;FLE398;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE400;Test;FMR1_LE;FLE400;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE402;Test;FMR1_LE;FLE402;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMLE_OLR_T_FLE406;Test;FMR1_LE;FLE406;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_Prob_FLE313;Test;FMR1_LE;FLE313;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_Prob_FLE314;Test;FMR1_LE;FLE314;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_Prob_FLE316;Test;FMR1_LE;FLE316;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_Prob_FLE322;Test;FMR1_LE;FLE322;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS1_FLE313;Sample1;FMR1_LE;FLE313;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS1_FLE314;Sample1;FMR1_LE;FLE314;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS1_FLE316;Sample1;FMR1_LE;FLE316;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS1_FLE322;Sample1;FMR1_LE;FLE322;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS2_FLE313;Sample2;FMR1_LE;FLE313;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS2_FLE314;Sample2;FMR1_LE;FLE314;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS2_FLE316;Sample2;FMR1_LE;FLE316;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS2_FLE322;Sample2;FMR1_LE;FLE322;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS3_FLE313;Sample3;FMR1_LE;FLE313;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS3_FLE314;Sample3;FMR1_LE;FLE314;FMR1_LE_KO;TG;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS3_FLE316;Sample3;FMR1_LE;FLE316;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
FMR1LE_OLR_SS3_FLE322;Sample3;FMR1_LE;FLE322;FMR1_LE_WT;WT;FMR1;https://gene.sfari.org/database/human-gene/FMR1
GR2B_OLR_LTM_P_GR209;Test;GR2B;GR209;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR210;Test;GR2B;GR210;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR212;Test;GR2B;GR212;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR213;Test;GR2B;GR213;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR216;Test;GR2B;GR216;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR217;Test;GR2B;GR217;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR223;Test;GR2B;GR223;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR224;Test;GR2B;GR224;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR225;Test;GR2B;GR225;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_P_GR226;Test;GR2B;GR226;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR180;Sample1;GR2B;GR180;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR181;Sample1;GR2B;GR181;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR182;Sample1;GR2B;GR182;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR183;Sample1;GR2B;GR183;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR209;Sample1;GR2B;GR209;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR210;Sample1;GR2B;GR210;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR212;Sample1;GR2B;GR212;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR213;Sample1;GR2B;GR213;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR216;Sample1;GR2B;GR216;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR217;Sample1;GR2B;GR217;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR223;Sample1;GR2B;GR223;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR224;Sample1;GR2B;GR224;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR225;Sample1;GR2B;GR225;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR226;Sample1;GR2B;GR226;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR237;Sample1;GR2B;GR237;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR238;Sample1;GR2B;GR238;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR239;Sample1;GR2B;GR239;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR240;Sample1;GR2B;GR240;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR241;Sample1;GR2B;GR241;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR242;Sample1;GR2B;GR242;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR259;Sample1;GR2B;GR259;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR260;Sample1;GR2B;GR260;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR261;Sample1;GR2B;GR261;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS1_GR262;Sample1;GR2B;GR262;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR180;Sample2;GR2B;GR180;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR181;Sample2;GR2B;GR181;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR182;Sample2;GR2B;GR182;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR183;Sample2;GR2B;GR183;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR209;Sample2;GR2B;GR209;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR210;Sample2;GR2B;GR210;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR212;Sample2;GR2B;GR212;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR213;Sample2;GR2B;GR213;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR216;Sample2;GR2B;GR216;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR217;Sample2;GR2B;GR217;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR223;Sample2;GR2B;GR223;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR224;Sample2;GR2B;GR224;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR225;Sample2;GR2B;GR225;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR226;Sample2;GR2B;GR226;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR237;Sample2;GR2B;GR237;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR238;Sample2;GR2B;GR238;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR239;Sample2;GR2B;GR239;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR240;Sample2;GR2B;GR240;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR241;Sample2;GR2B;GR241;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR242;Sample2;GR2B;GR242;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR259;Sample2;GR2B;GR259;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR260;Sample2;GR2B;GR260;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR261;Sample2;GR2B;GR261;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS2_GR262;Sample2;GR2B;GR262;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR180;Sample3;GR2B;GR180;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR181;Sample3;GR2B;GR181;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR182;Sample3;GR2B;GR182;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR183;Sample3;GR2B;GR183;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR209;Sample3;GR2B;GR209;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR210;Sample3;GR2B;GR210;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR212;Sample3;GR2B;GR212;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR213;Sample3;GR2B;GR213;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR216;Sample3;GR2B;GR216;GR2B_WT;WT;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR217;Sample3;GR2B;GR217;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR223;Sample3;GR2B;GR223;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
GR2B_OLR_LTM_SS3_GR224;Sample3;GR2B;GR224;GR2B_Het;TG;GRIN2B;https://gene.sfari.org/database/human-gene/GRIN2B
